flag;numero_de_nos;numero_de_arestas;densidade;longest_path;transitividade;grau_medio;maior_grau
True;60;59;0,03333333333333333;3;0;1,0677966101694916;3
True;161;160;0,012422360248447204;6;0;1,03125;2
True;4;3;0,5;3;0;1,6666666666666667;3
True;3;2;0,6666666666666666;3;0;1,5;2
True;20;19;0,1;4;0;1,3157894736842106;4
True;12;11;0,16666666666666666;4;0;1,4545454545454546;3
True;13;12;0,15384615384615385;3;0;1,3333333333333333;5
True;7;6;0,2857142857142857;3;0;1,3333333333333333;2
True;7;6;0,2857142857142857;5;0;1,5;2
True;270;269;0,007407407407407408;6;0;1,8327137546468402;169
True;17;16;0,11764705882352941;4;0;1,3125;4
True;312;311;0,00641025641025641;8;0;1,7363344051446945;79
True;123;122;0,016260162601626018;4;0;1,3770491803278688;8
True;45;44;0,044444444444444446;4;0;1,4545454545454546;7
True;22;21;0,09090909090909091;4;0;1,380952380952381;5
True;38;37;0,05263157894736842;3;0;1,2162162162162162;6
True;48;47;0,041666666666666664;5;0;1,553191489361702;13
True;129;128;0,015503875968992248;3;0;1,0546875;3
True;12;11;0,16666666666666666;3;0;1,1818181818181819;3
True;7;6;0,2857142857142857;3;0;1,5;4
True;188;187;0,010638297872340425;5;0;1,5828877005347595;18
True;26;25;0,07692307692307693;3;0;1,12;3
True;39;38;0,05128205128205128;4;0;1,2894736842105263;5
True;35;34;0,05714285714285714;6;0;1,3529411764705883;3
True;451;450;0,004434589800443459;4;0;1,08;4
True;43;42;0,046511627906976744;4;0;1,4285714285714286;6
True;19;18;0,10526315789473684;3;0;1,1666666666666667;3
True;54;53;0,037037037037037035;6;0;1,2830188679245282;5
True;40;39;0,05;4;0;1,358974358974359;8
True;6;5;0,3333333333333333;3;0;1,2;2
True;279;278;0,007168458781362007;5;0;1,2517985611510791;8
True;16;15;0,125;3;0;1,0666666666666667;2
True;17;16;0,11764705882352941;6;0;1,875;7
True;46;45;0,043478260869565216;3;0;1,1111111111111112;3
True;3;2;0,6666666666666666;3;0;1,5;2
True;130;129;0,015384615384615385;4;0;1,062015503875969;3
True;58;57;0,034482758620689655;4;0;1,6140350877192982;12
True;14;13;0,14285714285714285;3;0;1,3076923076923077;3
True;27;26;0,07407407407407407;3;0;1,5384615384615385;8
True;232;231;0,008620689655172414;6;0;1,4545454545454546;18
True;15;14;0,13333333333333333;3;0;1,0714285714285714;2
True;231;230;0,008658008658008658;6;0;1,9434782608695653;76
True;77;76;0,025974025974025976;6;0;1,2763157894736843;3
True;16;15;0,125;3;0;1,0666666666666667;2
True;16;15;0,125;3;0;1,2;3
True;314;313;0,006369426751592357;5;0;1,5654952076677315;46
True;95;94;0,021052631578947368;6;0;1,4893617021276595;14
True;24;23;0,08333333333333333;3;0;1,3478260869565217;7
True;279;278;0,007168458781362007;6;0;1,474820143884892;34
True;170;169;0,011764705882352941;8;0;1,9289940828402368;53
True;333;332;0,006006006006006006;4;0;1,5903614457831325;96
True;8;7;0,25;3;0;1,5714285714285714;5
True;40;39;0,05;3;0;1,0256410256410255;2
True;52;51;0,038461538461538464;4;0;1,588235294117647;18
True;55;54;0,03636363636363636;4;0;1,1666666666666667;4
True;5;4;0,4;3;0;1,25;2
True;9;8;0,2222222222222222;3;0;1,125;2
True;67;66;0,029850746268656716;5;0;1,6515151515151516;32
True;46;45;0,043478260869565216;4;0;1,1111111111111112;4
True;77;76;0,025974025974025976;6;0;1,5394736842105263;29
True;90;89;0,022222222222222223;5;0;1,2584269662921348;10
True;92;91;0,021739130434782608;7;0;1,6703296703296704;12
True;116;115;0,017241379310344827;5;0;1,7391304347826086;32
True;139;138;0,014388489208633094;4;0;1,4565217391304348;22
True;141;140;0,014184397163120567;4;0;1,2285714285714286;6
True;370;369;0,005405405405405406;4;0;1,1300813008130082;7
True;58;57;0,034482758620689655;4;0;1,7719298245614035;44
True;26;25;0,07692307692307693;4;0;1,32;5
True;357;356;0,0056022408963585435;8;0;1,6151685393258426;50
True;308;307;0,006493506493506494;7;0;1,6742671009771988;69
True;3;2;0,6666666666666666;3;0;1,5;2
True;250;249;0,008;7;0;1,6144578313253013;37
True;253;252;0,007905138339920948;4;0;1,1428571428571428;9
True;226;225;0,008849557522123894;5;0;1,3866666666666667;39
True;22;21;0,09090909090909091;3;0;1,0476190476190477;2
True;60;59;0,03333333333333333;6;0;1,3898305084745763;5
True;177;176;0,011299435028248588;6;0;1,4659090909090908;20
True;385;384;0,005194805194805195;6;0;1,828125;79
True;95;94;0,021052631578947368;6;0;1,4893617021276595;14
True;25;24;0,08;3;0;1,1666666666666667;4
True;10;9;0,2;3;0;1,1111111111111112;2
True;79;78;0,02531645569620253;4;0;1,358974358974359;5
True;96;95;0,020833333333333332;5;0;1,2105263157894737;12
True;460;459;0,004347826086956522;6;0;1,5163398692810457;23
True;12;11;0,16666666666666666;3;0;1,3636363636363635;4
True;56;55;0,03571428571428571;4;0;1,5818181818181818;14
True;185;184;0,010810810810810811;3;0;1,0217391304347827;3
True;58;57;0,034482758620689655;3;0;1,1929824561403508;7
True;19;18;0,10526315789473684;4;0;1,2222222222222223;4
True;40;39;0,05;3;0;1,0256410256410255;2
True;303;302;0,006600660066006601;5;0;1,1291390728476822;16
True;11;10;0,18181818181818182;3;0;1,3;4
True;85;84;0,023529411764705882;6;0;1,3928571428571428;6
True;29;28;0,06896551724137931;4;0;1,1785714285714286;4
True;75;74;0,02666666666666667;5;0;1,2567567567567568;7
True;58;57;0,034482758620689655;7;0;1,5614035087719298;26
True;4;3;0,5;3;0;1,3333333333333333;2
True;271;270;0,007380073800738007;8;0;1,7555555555555555;48
True;124;123;0,016129032258064516;6;0;1,6178861788617886;14
False;109;108;0,01834862385321101;6;0;1,5925925925925926;12
False;116;115;0,017241379310344827;6;0;1,9217391304347826;36
False;45;44;0,044444444444444446;3;0;1,2045454545454546;3
False;195;194;0,010256410256410256;6;0;1,6855670103092784;63
False;348;347;0,005747126436781609;7;0;1,4380403458213256;60
False;199;198;0,010050251256281407;6;0;1,2878787878787878;14
False;104;103;0,019230769230769232;5;0;1,6116504854368932;29
False;122;121;0,01639344262295082;6;0;1,7933884297520661;46
False;23;22;0,08695652173913043;3;0;1,2272727272727273;6
False;198;197;0,010101010101010102;5;0;1,3451776649746192;25
False;290;289;0,006896551724137931;6;0;1,3737024221453287;16
False;47;46;0,0425531914893617;4;0;1,2173913043478262;5
False;371;370;0,005390835579514825;8;0;1,6567567567567567;83
False;95;94;0,021052631578947368;7;0;1,946808510638298;29
False;71;70;0,028169014084507043;4;0;1,3;6
False;3;2;0,6666666666666666;3;0;1,5;2
False;231;230;0,008658008658008658;7;0;1,6782608695652175;32
False;169;168;0,011834319526627219;5;0;1,2023809523809523;15
False;315;314;0,006349206349206349;9;0;1,6624203821656052;44
False;35;34;0,05714285714285714;4;0;1,2352941176470589;6
False;12;11;0,16666666666666666;3;0;1,0909090909090908;2
False;104;103;0,019230769230769232;3;0;1,0388349514563107;2
False;161;160;0,012422360248447204;6;0;1,3625;16
False;239;238;0,008368200836820083;6;0;1,584033613445378;79
False;305;304;0,006557377049180328;5;0;1,1875;26
False;28;27;0,07142857142857142;4;0;1,3333333333333333;5
False;415;414;0,004819277108433735;7;0;1,5120772946859904;46
False;22;21;0,09090909090909091;3;0;1,0952380952380953;2
False;281;280;0,0071174377224199285;7;0;1,7464285714285714;88
False;17;16;0,11764705882352941;5;0;1,75;8
False;35;34;0,05714285714285714;3;0;1,088235294117647;2
False;265;264;0,007547169811320755;5;0;1,303030303030303;11
False;100;99;0,02;5;0;1,3535353535353536;8
False;165;164;0,012121212121212121;3;0;1,0609756097560976;5
False;39;38;0,05128205128205128;5;0;1,7894736842105263;14
False;43;42;0,046511627906976744;5;0;1,880952380952381;16
False;71;70;0,028169014084507043;5;0;1,4714285714285715;12
False;81;80;0,024691358024691357;4;0;1,5;25
False;257;256;0,007782101167315175;6;0;1,55859375;24
False;192;191;0,010416666666666666;5;0;1,361256544502618;10
False;85;84;0,023529411764705882;3;0;1,0595238095238095;2
False;240;239;0,008333333333333333;6;0;1,3389121338912133;19
False;10;9;0,2;3;0;1,8888888888888888;9
False;344;343;0,005813953488372093;6;0;1,6093294460641399;69
False;221;220;0,00904977375565611;6;0;1,2272727272727273;8
False;62;61;0,03225806451612903;4;0;1,3114754098360655;8
False;464;463;0,004310344827586207;6;0;1,3909287257019438;35
False;99;98;0,020202020202020204;3;0;1,0510204081632653;2
False;28;27;0,07142857142857142;3;0;1,1481481481481481;5
False;248;247;0,008064516129032258;4;0;1,311740890688259;47
False;130;129;0,015384615384615385;6;0;1,3875968992248062;21
False;29;28;0,06896551724137931;5;0;1,5;5
False;193;192;0,010362694300518135;6;0;1,3958333333333333;30
False;22;21;0,09090909090909091;3;0;1,619047619047619;12
False;34;33;0,058823529411764705;3;0;1,0303030303030303;2
False;77;76;0,025974025974025976;4;0;1,144736842105263;5
False;93;92;0,021505376344086023;4;0;1,173913043478261;4
False;13;12;0,15384615384615385;3;0;1,5;6
False;310;309;0,0064516129032258064;5;0;1,132686084142395;6
False;310;309;0,0064516129032258064;5;0;1,4142394822006472;12
False;79;78;0,02531645569620253;4;0;1,3846153846153846;17
False;298;297;0,006711409395973154;5;0;1,202020202020202;21
False;410;409;0,004878048780487805;8;0;1,9144254278728607;86
False;27;26;0,07407407407407407;3;0;1,1923076923076923;4
False;108;107;0,018518518518518517;3;0;1,4299065420560748;5
False;55;54;0,03636363636363636;4;0;1,2222222222222223;3
False;248;247;0,008064516129032258;6;0;1,4979757085020242;52
False;62;61;0,03225806451612903;5;0;1,2459016393442623;6
False;12;11;0,16666666666666666;3;0;1,2727272727272727;3
False;208;207;0,009615384615384616;5;0;1,3768115942028984;6
False;20;19;0,1;3;0;1,3157894736842106;6
False;145;144;0,013793103448275862;6;0;1,5277777777777777;23
False;121;120;0,01652892561983471;4;0;1,4166666666666667;14
False;222;221;0,009009009009009009;4;0;1,1764705882352942;8
False;26;25;0,07692307692307693;4;0;1,84;18
False;233;232;0,008583690987124463;7;0;1,4655172413793103;20
False;47;46;0,0425531914893617;3;0;1,2173913043478262;5
False;97;96;0,020618556701030927;6;0;1,6666666666666667;13
False;308;307;0,006493506493506494;4;0;1,1368078175895766;6
False;186;185;0,010752688172043012;5;0;1,1837837837837837;5
False;417;416;0,004796163069544364;10;0;1,4423076923076923;32
False;374;373;0,0053475935828877;6;0;1,5603217158176943;52
False;476;475;0,004201680672268907;6;0;1,8021052631578947;95
False;28;27;0,07142857142857142;4;0;1,3703703703703705;5
False;22;21;0,09090909090909091;5;0;1,5714285714285714;8
False;42;41;0,047619047619047616;4;0;1,4634146341463414;16
False;22;21;0,09090909090909091;4;0;1,2380952380952381;3
False;299;298;0,006688963210702341;6;0;1,3859060402684564;12
False;65;64;0,03076923076923077;4;0;1,15625;3
False;40;39;0,05;3;0;1,205128205128205;9
False;76;75;0,02631578947368421;4;0;1,4;8
False;12;11;0,16666666666666666;3;0;1,1818181818181819;2
False;59;58;0,03389830508474576;5;0;1,4137931034482758;9
False;180;179;0,011111111111111112;6;0;1,675977653631285;38
False;9;8;0,2222222222222222;3;0;1,125;2
False;213;212;0,009389671361502348;5;0;1,4481132075471699;14
False;114;113;0,017543859649122806;7;0;1,7256637168141593;21
False;68;67;0,029411764705882353;4;0;1,3432835820895523;6
False;17;16;0,11764705882352941;3;0;1,0625;2
False;27;26;0,07407407407407407;4;0;1,2307692307692308;4
False;256;255;0,0078125;6;0;1,2666666666666666;19
False;458;457;0,004366812227074236;7;0;1,5207877461706782;62
False;21;20;0,09523809523809523;4;0;1,55;6
False;177;176;0,011299435028248588;10;0;1,3693181818181819;12
False;308;307;0,006493506493506494;6;0;1,49185667752443;22
False;145;144;0,013793103448275862;6;0;1,3888888888888888;9
False;14;13;0,14285714285714285;3;0;1,0769230769230769;2
False;315;314;0,006349206349206349;6;0;1,4617834394904459;35
False;232;231;0,008620689655172414;6;0;1,341991341991342;10
False;74;73;0,02702702702702703;5;0;1,3972602739726028;17
False;43;42;0,046511627906976744;5;0;1,4761904761904763;7
False;40;39;0,05;6;0;1,3846153846153846;8
False;21;20;0,09523809523809523;4;0;1,2;3
False;24;23;0,08333333333333333;3;0;1,173913043478261;4
False;92;91;0,021739130434782608;4;0;1,1318681318681318;4
False;407;406;0,004914004914004914;8;0;1,5;40
False;25;24;0,08;3;0;1,0416666666666667;2
False;240;239;0,008333333333333333;6;0;1,3472803347280335;9
False;18;17;0,1111111111111111;3;0;1,8823529411764706;10
False;218;217;0,009174311926605505;6;0;1,3456221198156681;27
False;402;401;0,004975124378109453;5;0;1,3366583541147132;104
False;146;145;0,0136986301369863;4;0;1,2482758620689656;11
False;152;151;0,013157894736842105;5;0;1,8013245033112584;71
False;9;8;0,2222222222222222;5;0;1,375;2
False;476;475;0,004201680672268907;7;0;1,743157894736842;36
False;103;102;0,019417475728155338;4;0;1,4019607843137254;7
False;176;175;0,011363636363636364;8;0;1,6114285714285714;17
False;306;305;0,006535947712418301;3;0;1,1081967213114754;6
False;352;351;0,005681818181818182;6;0;1,5925925925925926;90
False;7;6;0,2857142857142857;3;0;1,3333333333333333;3
False;61;60;0,03278688524590164;4;0;1,3833333333333333;17
False;32;31;0,0625;6;0;1,7096774193548387;8
False;170;169;0,011764705882352941;7;0;1,6627218934911243;64
False;433;432;0,004618937644341801;6;0;1,7106481481481481;85
False;79;78;0,02531645569620253;4;0;1,1794871794871795;11
False;135;134;0,014814814814814815;6;0;1,5970149253731343;21
False;4;3;0,5;3;0;1,3333333333333333;2
False;223;222;0,008968609865470852;6;0;1,5945945945945945;85
False;23;22;0,08695652173913043;4;0;1,4090909090909092;6
False;308;307;0,006493506493506494;6;0;1,5700325732899023;104
False;106;105;0,018867924528301886;5;0;1,542857142857143;20
False;95;94;0,021052631578947368;5;0;1,6382978723404256;16
False;3;2;0,6666666666666666;3;0;1,5;2
False;33;32;0,06060606060606061;6;0;1,4375;3
False;33;32;0,06060606060606061;6;0;1,8125;17
False;260;259;0,007692307692307693;6;0;1,2007722007722008;9
False;7;6;0,2857142857142857;3;0;1,1666666666666667;2
False;54;53;0,037037037037037035;5;0;1,6226415094339623;14
False;7;6;0,2857142857142857;3;0;1,1666666666666667;2
False;9;8;0,2222222222222222;3;0;1,875;8
False;487;486;0,004106776180698152;4;0;1,4238683127572016;57
False;13;12;0,15384615384615385;3;0;1,25;3
False;34;33;0,058823529411764705;4;0;1,3636363636363635;9
False;285;284;0,007017543859649123;7;0;1,869718309859155;29
False;134;133;0,014925373134328358;4;0;1,0751879699248121;10
False;121;120;0,01652892561983471;4;0;1,4333333333333333;23
False;204;203;0,00980392156862745;6;0;1,3645320197044335;51
